TIME,TOTAL_CPU,GET //192.168.165.219:8080/openmrs/ws/rest/v1/person?q=,GET //192.168.165.219:8080/openmrs/ws/rest/v1/person,GET //192.168.165.219:8080/openmrs/ws/rest/v1/encounter?patient=,GET //192.168.165.219:8080/openmrs/ws/rest/v1/concept?q=,GET //192.168.165.219:8080/openmrs/ws/rest/v1/obs?patient=,POST //192.168.165.219:8080/openmrs/ws/rest/v1/person,GET //192.168.165.219:8080/openmrs/ws/rest/v1/encountertype?q=,DELETE //192.168.165.219:8080/openmrs/ws/rest/v1/person
2019-09-28 01:43:09+00:00,52.34,14,11,11,31,6,19,23,13
2019-09-28 01:43:39+00:00,52.45,7,14,4,19,7,10,16,9
2019-09-28 01:44:09+00:00,52.7,7,2,4,15,1,8,11,18
2019-09-28 01:44:39+00:00,52.95,0,0,0,0,0,0,0,0
2019-09-28 01:45:09+00:00,60.3,0,0,0,0,0,0,0,0
2019-09-28 01:45:39+00:00,42.9,57,30,26,46,21,59,48,14
2019-09-28 01:46:09+00:00,52.96,4,3,1,1,0,2,1,0
2019-09-28 01:46:39+00:00,52.16,3,4,5,1,0,5,5,0
2019-09-28 01:47:09+00:00,51.69,3,5,3,1,1,1,2,0
2019-09-28 01:47:39+00:00,51.72,4,7,4,5,2,8,10,0
2019-09-28 01:48:09+00:00,52.48,4,4,3,3,1,3,5,0
2019-09-28 01:48:39+00:00,52.82,3,4,3,2,1,5,11,3
2019-09-28 01:49:09+00:00,53.31,8,4,3,9,1,10,13,8
2019-09-28 01:49:39+00:00,53.36,13,5,10,12,3,10,13,4
2019-09-28 01:50:09+00:00,53.4,10,0,6,8,3,9,9,9
2019-09-28 01:50:39+00:00,54.68,9,1,12,15,5,11,25,8
2019-09-28 01:51:09+00:00,54.46,8,3,6,8,0,13,19,3
2019-09-28 01:51:39+00:00,67.31,0,0,0,0,0,0,0,0
2019-09-28 01:52:09+00:00,49.44,53,56,29,68,31,59,37,17
2019-09-28 01:52:39+00:00,52.02,2,7,3,5,3,10,6,1
2019-09-28 01:53:09+00:00,51.64,4,5,2,6,2,6,5,1
2019-09-28 01:53:39+00:00,51.42,6,5,4,7,3,4,6,0
2019-09-28 01:54:09+00:00,50.62,2,4,4,10,2,15,8,7
2019-09-28 01:54:39+00:00,51.1,6,0,1,13,1,9,8,8
2019-09-28 01:55:09+00:00,51.55,7,3,5,15,2,13,10,6
2019-09-28 01:55:39+00:00,52.59,7,3,4,10,2,15,7,1
2019-09-28 01:56:09+00:00,52.69,2,4,3,14,3,6,7,9
2019-09-28 01:56:39+00:00,53.23,6,2,4,9,1,10,3,2
2019-09-28 01:57:09+00:00,53.24,6,2,3,20,4,7,9,4
2019-09-28 01:57:39+00:00,53.44,0,2,2,10,2,4,5,4
2019-09-28 01:58:09+00:00,54.66,0,0,0,0,0,0,0,0
2019-09-28 01:58:39+00:00,62.91,0,0,0,0,0,0,0,0
2019-09-28 01:59:09+00:00,45.49,62,45,35,53,15,41,34,3
2019-09-28 01:59:39+00:00,52.52,11,5,1,5,4,6,3,0
2019-09-28 02:00:09+00:00,51.87,9,5,4,1,3,2,4,1
2019-09-28 02:00:39+00:00,51.0,5,1,0,2,4,6,4,0
2019-09-28 02:01:09+00:00,50.97,7,7,4,3,2,5,4,0
2019-09-28 02:01:39+00:00,51.12,4,0,5,3,1,3,1,0
2019-09-28 02:02:09+00:00,50.39,4,4,2,1,5,4,2,0
2019-09-28 02:02:39+00:00,50.13,1,3,1,1,5,2,3,0
2019-09-28 02:03:09+00:00,50.71,2,3,2,2,3,1,5,0
2019-09-28 02:03:39+00:00,51.19,3,2,1,2,0,5,0,0
2019-09-28 02:04:09+00:00,50.47,6,2,1,7,3,7,5,0
2019-09-28 02:04:39+00:00,51.33,2,5,3,3,3,4,2,0
2019-09-28 02:05:09+00:00,51.19,8,7,2,5,9,5,3,0
2019-09-28 02:05:39+00:00,51.11,7,2,4,2,1,5,2,0
2019-09-28 02:06:09+00:00,52.31,11,2,4,14,2,11,15,5
2019-09-28 02:06:39+00:00,52.56,12,6,3,12,1,13,6,4
2019-09-28 02:07:09+00:00,51.27,13,5,4,3,2,13,7,10
2019-09-28 02:07:39+00:00,58.33,0,0,0,0,0,0,0,0
2019-09-28 02:08:09+00:00,47.17,50,55,22,37,23,47,20,5
2019-09-28 02:08:39+00:00,52.53,5,9,3,6,4,2,0,0
2019-09-28 02:09:09+00:00,51.52,3,3,2,4,3,9,2,0
2019-09-28 02:09:39+00:00,51.79,6,13,4,5,4,5,2,0
2019-09-28 02:10:09+00:00,50.79,5,3,4,4,2,8,5,0
2019-09-28 02:10:39+00:00,50.03,12,3,4,10,2,13,3,0
2019-09-28 02:11:09+00:00,50.67,5,1,2,4,1,5,3,0
2019-09-28 02:11:39+00:00,50.32,0,5,1,2,2,3,1,0
2019-09-28 02:12:09+00:00,50.45,2,2,2,2,1,3,1,0
2019-09-28 02:12:39+00:00,50.32,3,3,2,1,0,0,1,0
2019-09-28 02:13:09+00:00,51.4,3,2,3,2,0,3,3,0
2019-09-28 02:13:39+00:00,52.49,3,6,4,2,4,3,7,1
2019-09-28 02:14:09+00:00,52.64,3,7,2,2,5,12,4,5
2019-09-28 02:14:39+00:00,53.89,14,7,3,11,6,21,12,7
2019-09-28 02:15:09+00:00,53.15,7,5,4,17,2,11,10,9
2019-09-28 02:15:39+00:00,53.71,5,5,4,4,4,8,7,9
2019-09-28 02:16:09+00:00,54.41,0,0,0,0,0,0,0,0
2019-09-28 02:16:39+00:00,64.91,9,13,6,17,5,9,2,0
2019-09-28 02:17:09+00:00,47.22,41,52,18,26,22,50,17,10
2019-09-28 02:17:39+00:00,52.62,10,5,1,2,0,2,2,0
2019-09-28 02:18:09+00:00,51.25,7,8,1,2,1,4,4,2
2019-09-28 02:18:39+00:00,51.36,5,5,3,0,2,6,2,1
2019-09-28 02:19:09+00:00,51.41,11,6,2,11,4,5,9,3
2019-09-28 02:19:39+00:00,51.43,7,5,3,9,4,9,9,7
2019-09-28 02:20:09+00:00,51.72,5,2,1,4,3,5,5,4
2019-09-28 02:20:39+00:00,51.35,9,7,7,10,1,12,12,4
2019-09-28 02:21:09+00:00,54.5,17,6,4,17,4,8,19,3
2019-09-28 02:21:39+00:00,56.27,15,11,7,24,3,26,36,16
2019-09-28 02:22:09+00:00,74.5,0,0,0,0,0,0,0,0
2019-09-28 02:22:39+00:00,42.38,47,65,38,30,25,60,48,12
2019-09-28 02:23:09+00:00,54.28,6,4,4,4,2,3,6,3
2019-09-28 02:23:39+00:00,52.06,9,4,6,11,2,12,36,9
2019-09-28 02:24:09+00:00,52.32,17,7,13,12,4,18,48,7
2019-09-28 02:24:39+00:00,52.88,10,3,3,6,0,11,35,6
2019-09-28 02:25:09+00:00,53.61,7,5,8,12,2,10,21,11
2019-09-28 02:25:39+00:00,54.09,12,3,5,5,4,11,19,6
2019-09-28 02:26:09+00:00,53.92,9,2,5,4,0,13,11,0
2019-09-28 02:26:39+00:00,54.88,7,4,7,7,3,10,19,9
2019-09-28 02:27:09+00:00,62.35,20,6,20,23,2,25,24,16
2019-09-28 02:27:39+00:00,66.24,2,0,4,8,1,6,2,1
2019-09-28 02:28:09+00:00,56.61,70,59,38,66,36,72,61,20
2019-09-28 02:28:39+00:00,54.99,11,4,3,6,5,6,10,1
2019-09-28 02:29:09+00:00,53.64,8,2,10,12,3,14,16,5
2019-09-28 02:29:39+00:00,53.66,10,4,14,8,2,12,14,9
2019-09-28 02:30:09+00:00,53.69,9,5,13,10,2,18,20,6
2019-09-28 02:30:39+00:00,54.18,12,1,10,15,5,15,20,11
2019-09-28 02:31:09+00:00,55.63,9,3,13,15,3,12,21,8
2019-09-28 02:31:39+00:00,55.68,17,5,14,21,5,28,30,6
2019-09-28 02:32:09+00:00,55.05,16,7,8,23,1,19,20,13
2019-09-28 02:32:39+00:00,56.54,24,3,21,27,4,26,30,15
2019-09-28 02:33:09+00:00,71.38,19,25,11,16,8,35,10,4
2019-09-28 02:33:39+00:00,44.89,36,29,12,18,15,33,8,14
2019-09-28 02:34:09+00:00,52.75,2,11,7,7,5,7,3,0
2019-09-28 02:34:39+00:00,52.14,8,9,2,5,2,5,1,0
2019-09-28 02:35:09+00:00,52.23,7,5,6,5,4,3,1,0
2019-09-28 02:35:39+00:00,51.67,7,4,1,1,5,5,0,0
2019-09-28 02:36:09+00:00,51.61,7,7,6,5,5,5,2,0
2019-09-28 02:36:39+00:00,52.19,2,5,4,5,2,6,3,5
2019-09-28 02:37:09+00:00,52.74,15,4,8,14,4,23,4,8
2019-09-28 02:37:39+00:00,53.7,15,11,4,22,2,18,7,15
2019-09-28 02:38:09+00:00,53.17,15,6,10,12,3,17,11,15
2019-09-28 02:38:39+00:00,53.96,3,3,3,9,2,8,3,2
2019-09-28 02:39:09+00:00,54.13,6,2,5,25,4,26,13,11
2019-09-28 02:39:39+00:00,55.96,5,1,6,14,1,6,2,3
2019-09-28 02:40:09+00:00,60.58,0,0,0,0,0,0,0,0
2019-09-28 02:40:39+00:00,62.62,44,25,14,24,14,45,16,6
2019-09-28 02:41:09+00:00,38.53,8,14,3,10,7,11,2,0
2019-09-28 02:41:39+00:00,51.33,7,7,3,3,5,4,2,0
2019-09-28 02:42:09+00:00,51.36,3,6,2,3,3,7,3,0
2019-09-28 02:42:39+00:00,51.6,6,7,0,2,2,1,2,0
2019-09-28 02:43:09+00:00,51.23,6,8,2,2,2,3,2,1
2019-09-28 02:43:39+00:00,51.67,9,2,1,0,2,3,1,0
2019-09-28 02:44:09+00:00,51.09,3,5,2,4,2,7,1,1
2019-09-28 02:44:39+00:00,51.27,3,3,3,1,5,2,1,0
2019-09-28 02:45:09+00:00,50.77,2,2,5,1,0,3,4,0
2019-09-28 02:45:39+00:00,51.1,5,5,0,2,2,3,3,0
2019-09-28 02:46:09+00:00,50.74,6,8,0,6,5,1,0,0
2019-09-28 02:46:39+00:00,50.13,7,4,5,1,5,8,1,0
2019-09-28 02:47:09+00:00,50.34,5,3,3,4,4,9,6,3
2019-09-28 02:47:39+00:00,50.96,5,3,4,17,0,7,9,10
2019-09-28 02:48:09+00:00,51.41,9,4,6,14,5,7,7,11
2019-09-28 02:48:39+00:00,51.16,7,5,3,5,3,8,8,4
2019-09-28 02:49:09+00:00,51.67,4,4,4,5,4,8,6,2
2019-09-28 02:49:39+00:00,58.58,1,1,4,0,2,6,1,2
2019-09-28 02:50:09+00:00,50.81,38,33,22,37,27,48,9,4
2019-09-28 02:50:39+00:00,51.54,4,2,2,6,3,2,3,0
2019-09-28 02:51:09+00:00,51.25,2,7,2,3,4,7,0,0
2019-09-28 02:51:39+00:00,50.92,4,6,5,2,0,4,1,0
2019-09-28 02:52:09+00:00,50.35,14,13,7,9,6,14,5,0
2019-09-28 02:52:39+00:00,50.35,9,8,3,7,4,11,2,0
2019-09-28 02:53:09+00:00,50.42,3,2,2,3,0,4,2,2
2019-09-28 02:53:39+00:00,50.02,6,2,1,5,2,4,0,6
2019-09-28 02:54:09+00:00,50.66,3,3,2,10,0,8,6,9
2019-09-28 02:54:39+00:00,50.61,8,4,10,12,3,19,7,5
2019-09-28 02:55:09+00:00,51.0,8,2,4,12,1,13,2,12
2019-09-28 02:55:39+00:00,51.5,5,2,4,9,2,8,5,4
2019-09-28 02:56:09+00:00,50.8,10,3,4,13,3,8,1,11
2019-09-28 02:56:39+00:00,51.34,3,5,2,6,1,8,3,4
2019-09-28 02:57:09+00:00,50.76,0,0,0,0,0,0,0,0
2019-09-28 02:57:39+00:00,65.46,0,0,0,0,0,0,0,0
2019-09-28 02:58:09+00:00,39.85,46,39,30,60,35,45,20,7
2019-09-28 02:58:39+00:00,51.12,1,10,3,2,1,10,2,1
2019-09-28 02:59:09+00:00,51.49,7,2,0,0,0,3,1,0
2019-09-28 02:59:39+00:00,51.83,7,5,5,6,1,4,0,0
2019-09-28 03:00:09+00:00,50.41,5,2,2,1,3,5,0,0
2019-09-28 03:00:39+00:00,50.64,0,0,2,0,1,3,0,0
2019-09-28 03:01:09+00:00,50.08,5,1,2,6,1,3,1,1
2019-09-28 03:01:39+00:00,50.31,1,2,3,3,1,6,2,3
2019-09-28 03:02:09+00:00,50.23,1,1,7,9,2,5,5,3
2019-09-28 03:02:39+00:00,50.44,1,4,6,10,2,12,4,5
2019-09-28 03:03:09+00:00,51.54,3,2,5,10,6,8,2,3
2019-09-28 03:03:39+00:00,51.87,7,2,6,19,4,11,5,7
2019-09-28 03:04:09+00:00,52.2,0,0,1,1,0,2,0,1
2019-09-28 03:04:39+00:00,53.98,0,0,0,0,0,0,0,0
2019-09-28 03:05:09+00:00,65.48,18,26,8,20,10,20,9,7
2019-09-28 03:05:39+00:00,43.88,33,36,12,27,10,37,13,8
2019-09-28 03:06:09+00:00,51.95,4,6,4,2,3,7,2,0
2019-09-28 03:06:39+00:00,51.39,5,6,3,4,0,8,1,4
2019-09-28 03:07:09+00:00,50.82,7,5,3,8,1,15,8,9
2019-09-28 03:07:39+00:00,51.24,0,5,0,4,0,4,0,3
2019-09-28 03:08:09+00:00,51.27,6,6,1,13,3,14,6,9
2019-09-28 03:08:39+00:00,52.7,5,9,1,19,0,21,5,10
2019-09-28 03:09:09+00:00,53.17,11,10,2,16,2,13,5,12
2019-09-28 03:09:39+00:00,80.86,25,29,8,61,6,53,17,28
2019-09-28 03:10:09+00:00,71.06,12,15,7,30,4,22,16,13
2019-09-28 03:10:39+00:00,56.16,63,54,34,54,14,75,21,7
2019-09-28 03:11:09+00:00,52.53,12,13,7,13,4,10,8,0
2019-09-28 03:11:39+00:00,52.64,1,5,3,5,2,10,0,2
2019-09-28 03:12:09+00:00,51.8,5,4,2,4,1,4,0,0
2019-09-28 03:12:39+00:00,51.47,4,1,4,5,0,10,0,2
2019-09-28 03:13:09+00:00,51.11,4,3,1,4,5,9,4,1
2019-09-28 03:13:39+00:00,51.2,3,3,1,2,1,4,1,7
2019-09-28 03:14:09+00:00,51.23,4,5,2,4,1,4,3,2
2019-09-28 03:14:39+00:00,51.19,5,4,1,7,1,5,3,4
2019-09-28 03:15:09+00:00,50.96,3,0,2,5,0,6,1,1
2019-09-28 03:15:39+00:00,50.86,6,3,1,14,2,6,3,6
2019-09-28 03:16:09+00:00,52.49,5,7,3,8,3,6,4,4
2019-09-28 03:16:39+00:00,53.16,16,8,6,31,6,15,9,18
2019-09-28 03:17:09+00:00,52.45,0,0,0,0,0,0,0,0
2019-09-28 03:17:39+00:00,63.35,17,16,14,6,7,14,2,1
2019-09-28 03:18:09+00:00,47.69,40,34,22,21,14,25,26,2
2019-09-28 03:18:39+00:00,51.93,6,6,4,4,2,5,5,0
2019-09-28 03:19:09+00:00,52.59,3,7,4,3,5,6,4,0
2019-09-28 03:19:39+00:00,50.64,10,8,3,6,2,7,3,0
2019-09-28 03:20:09+00:00,50.31,10,10,5,1,8,12,4,0
2019-09-28 03:20:39+00:00,51.15,5,2,0,0,1,3,2,0
2019-09-28 03:21:09+00:00,50.59,4,11,0,2,1,4,2,1
2019-09-28 03:21:39+00:00,49.84,4,7,2,5,1,6,3,0
2019-09-28 03:22:09+00:00,49.24,6,5,1,2,2,4,1,0
2019-09-28 03:22:39+00:00,49.18,4,1,2,5,2,3,1,0
2019-09-28 03:23:09+00:00,50.27,2,1,0,1,0,1,2,0
2019-09-28 03:23:39+00:00,49.7,7,6,1,1,1,3,1,0
2019-09-28 03:24:09+00:00,50.57,2,2,0,3,0,3,0,0
2019-09-28 03:24:39+00:00,50.2,6,3,0,3,1,6,4,0
2019-09-28 03:25:09+00:00,50.66,4,2,4,3,0,3,4,0
2019-09-28 03:25:39+00:00,51.16,2,6,3,1,1,2,3,0
2019-09-28 03:26:09+00:00,51.3,5,4,4,2,2,3,1,0
2019-09-28 03:26:39+00:00,50.88,2,6,5,5,2,11,7,1
2019-09-28 03:27:09+00:00,50.91,0,6,1,4,1,5,5,2
2019-09-28 03:27:39+00:00,50.52,6,3,6,2,3,9,9,3
2019-09-28 03:28:09+00:00,51.02,8,3,5,14,4,8,17,3
2019-09-28 03:28:39+00:00,52.56,28,16,16,27,2,27,22,13
2019-09-28 03:29:09+00:00,52.89,3,2,6,5,2,4,4,4
2019-09-28 03:29:39+00:00,64.11,0,0,0,1,1,0,0,0
2019-09-28 03:30:09+00:00,46.88,55,44,24,26,24,47,26,3
2019-09-28 03:30:39+00:00,52.91,8,11,0,4,6,5,3,0
2019-09-28 03:31:09+00:00,52.14,10,8,7,2,2,4,1,0
2019-09-28 03:31:39+00:00,51.7,3,5,4,3,3,7,3,0
2019-09-28 03:32:09+00:00,51.02,8,4,3,5,1,4,1,0
2019-09-28 03:32:39+00:00,50.88,3,6,2,1,0,4,2,0
2019-09-28 03:33:09+00:00,50.36,6,3,2,0,2,6,1,0
2019-09-28 03:33:39+00:00,51.77,8,8,4,2,3,5,8,1
2019-09-28 03:34:09+00:00,51.75,1,7,3,2,3,5,2,0
2019-09-28 03:34:39+00:00,51.84,7,5,5,5,3,3,3,0
2019-09-28 03:35:09+00:00,51.63,2,5,4,0,3,1,1,1
2019-09-28 03:35:39+00:00,50.44,2,2,0,3,1,4,5,2
2019-09-28 03:36:09+00:00,50.25,5,1,2,3,1,6,4,1
2019-09-28 03:36:39+00:00,49.98,10,4,2,6,2,5,10,4
2019-09-28 03:37:09+00:00,49.89,4,1,2,5,1,2,3,1
2019-09-28 03:37:39+00:00,49.88,2,3,3,4,1,5,4,3
2019-09-28 03:38:09+00:00,50.18,6,2,4,7,3,10,9,14
2019-09-28 03:38:39+00:00,51.08,10,10,3,7,6,11,5,4
2019-09-28 03:39:09+00:00,51.22,2,5,4,2,0,3,1,6
2019-09-28 03:39:39+00:00,53.48,0,0,0,0,0,0,0,0
2019-09-28 03:40:09+00:00,58.54,0,0,0,0,0,0,0,0
2019-09-28 03:40:39+00:00,46.62,53,52,20,27,24,47,27,5
2019-09-28 03:41:09+00:00,52.85,6,7,2,4,5,2,5,0
2019-09-28 03:41:39+00:00,53.16,11,5,3,2,4,4,1,0
2019-09-28 03:42:09+00:00,52.72,5,9,4,5,2,5,1,0
2019-09-28 03:42:39+00:00,51.61,4,7,2,3,5,4,7,0
2019-09-28 03:43:09+00:00,51.93,5,6,0,0,1,6,1,0
2019-09-28 03:43:39+00:00,51.05,5,2,3,2,0,3,4,0
2019-09-28 03:44:09+00:00,50.42,2,4,2,1,3,0,2,0
2019-09-28 03:44:39+00:00,50.66,5,4,4,3,0,9,1,0
2019-09-28 03:45:09+00:00,50.42,3,2,3,0,3,1,3,0
2019-09-28 03:45:39+00:00,51.17,2,5,6,1,3,3,3,0
2019-09-28 03:46:09+00:00,50.51,1,4,4,2,3,4,7,0
2019-09-28 03:46:39+00:00,50.69,5,4,3,1,3,5,4,1
2019-09-28 03:47:09+00:00,51.45,2,5,6,1,1,1,10,1
2019-09-28 03:47:39+00:00,50.96,7,7,6,6,1,10,7,6
2019-09-28 03:48:09+00:00,51.09,11,5,8,12,3,11,13,8
2019-09-28 03:48:39+00:00,51.31,19,13,12,15,5,21,16,5
2019-09-28 03:49:09+00:00,54.98,0,0,0,1,0,0,0,0
2019-09-28 03:49:39+00:00,53.14,11,14,4,34,6,8,0,0
2019-09-28 03:50:09+00:00,53.8,5,2,3,93,11,16,0,9
2019-09-28 03:50:39+00:00,55.05,23,30,17,59,29,37,22,5
2019-09-28 03:51:09+00:00,55.89,3,1,3,2,2,1,1,0
2019-09-28 03:51:39+00:00,53.08,3,2,1,3,3,5,4,0
2019-09-28 03:52:09+00:00,52.03,3,3,1,1,1,1,3,0
2019-09-28 03:52:39+00:00,52.34,7,2,3,1,0,3,4,0
2019-09-28 03:53:09+00:00,52.33,5,3,3,1,2,6,9,0
2019-09-28 03:53:39+00:00,51.1,6,3,6,15,3,6,15,3
2019-09-28 03:54:09+00:00,51.45,5,4,1,3,2,6,15,3
2019-09-28 03:54:39+00:00,52.21,14,3,7,7,2,4,20,2
2019-09-28 03:55:09+00:00,52.35,5,3,10,4,3,6,20,4
2019-09-28 03:55:39+00:00,51.7,10,5,6,6,0,9,19,6
2019-09-28 03:56:09+00:00,53.45,0,0,0,0,0,0,0,0
2019-09-28 03:56:39+00:00,55.48,0,0,0,0,0,0,0,0
2019-09-28 03:57:09+00:00,53.15,0,0,1,0,0,0,1,0
2019-09-28 03:57:39+00:00,50.72,46,42,28,44,24,49,17,4
2019-09-28 03:58:09+00:00,52.66,5,3,1,5,2,1,1,0
2019-09-28 03:58:39+00:00,52.87,8,2,3,2,3,3,1,0
2019-09-28 03:59:09+00:00,52.95,8,8,6,2,10,9,5,0
2019-09-28 03:59:39+00:00,53.28,5,5,2,13,2,10,3,5
2019-09-28 04:00:09+00:00,53.49,9,4,4,14,3,6,5,2
2019-09-28 04:00:39+00:00,53.92,13,8,6,21,5,16,12,12
2019-09-28 04:01:09+00:00,54.66,14,7,5,31,5,13,15,6
2019-09-28 04:01:39+00:00,53.65,13,4,5,15,2,23,14,7
2019-09-28 04:02:09+00:00,54.15,8,6,1,29,2,13,17,10
2019-09-28 04:02:39+00:00,56.39,7,3,3,16,4,5,8,7
2019-09-28 04:03:09+00:00,55.0,3,1,0,5,0,5,6,2
2019-09-28 04:03:39+00:00,78.25,0,0,0,0,0,0,0,0
2019-09-28 04:04:09+00:00,44.16,59,52,35,51,23,65,43,14
2019-09-28 04:04:39+00:00,51.66,5,2,3,4,3,5,7,0
2019-09-28 04:05:09+00:00,52.07,7,5,0,1,1,6,11,0
2019-09-28 04:05:39+00:00,51.12,5,3,1,2,0,3,4,1
2019-09-28 04:06:09+00:00,50.69,1,2,2,8,3,7,4,0
2019-09-28 04:06:39+00:00,51.25,12,4,10,11,2,10,17,10
2019-09-28 04:07:09+00:00,51.73,10,3,4,16,2,12,22,12
2019-09-28 04:07:39+00:00,52.89,8,6,10,11,3,17,24,9
2019-09-28 04:08:09+00:00,52.28,4,6,5,10,1,17,20,7
2019-09-28 04:08:39+00:00,69.03,25,7,14,40,5,30,45,20
2019-09-28 04:09:09+00:00,85.33,14,6,9,26,6,28,35,9
2019-09-28 04:09:39+00:00,49.3,48,55,28,45,33,69,17,11
2019-09-28 04:10:09+00:00,53.53,7,3,3,5,3,12,1,1
2019-09-28 04:10:39+00:00,51.77,11,15,4,11,3,14,2,5
2019-09-28 04:11:09+00:00,52.41,8,6,4,6,5,8,5,1
2019-09-28 04:11:39+00:00,52.88,6,4,6,5,0,7,1,0
2019-09-28 04:12:09+00:00,53.29,2,5,1,5,4,3,4,3
2019-09-28 04:12:39+00:00,52.21,7,3,3,4,1,12,5,6
2019-09-28 04:13:09+00:00,53.36,7,6,2,20,5,13,3,8
2019-09-28 04:13:39+00:00,53.47,10,8,11,18,3,16,6,15
2019-09-28 04:14:09+00:00,53.72,8,2,5,13,5,12,6,4
2019-09-28 04:14:39+00:00,53.95,8,2,7,21,4,19,7,8
2019-09-28 04:15:09+00:00,53.57,7,11,4,20,0,20,9,14
2019-09-28 04:15:39+00:00,55.67,3,4,3,5,8,12,8,5
2019-09-28 04:16:09+00:00,64.4,0,0,0,0,0,0,0,0
2019-09-28 04:16:39+00:00,46.59,35,44,22,31,26,48,33,7
2019-09-28 04:17:09+00:00,49.21,5,7,3,3,1,1,4,0
2019-09-28 04:17:39+00:00,52.33,5,7,5,2,3,5,4,0
2019-09-28 04:18:09+00:00,51.27,5,8,4,0,7,5,3,0
2019-09-28 04:18:39+00:00,52.87,8,9,6,3,2,3,5,0
2019-09-28 04:19:09+00:00,52.79,8,7,1,5,2,6,4,1
2019-09-28 04:19:39+00:00,52.83,6,2,4,3,4,3,8,0
2019-09-28 04:20:09+00:00,52.59,5,4,4,3,7,3,1,0
2019-09-28 04:20:39+00:00,51.8,6,3,7,3,4,3,1,0
2019-09-28 04:21:09+00:00,51.39,8,8,1,5,2,2,6,0
2019-09-28 04:21:39+00:00,50.98,9,6,4,7,2,8,15,8
2019-09-28 04:22:09+00:00,50.44,6,5,5,16,0,8,14,5
2019-09-28 04:22:39+00:00,51.14,14,6,5,7,3,10,15,6
2019-09-28 04:23:09+00:00,51.29,19,7,8,5,1,13,12,7
2019-09-28 04:23:39+00:00,52.18,16,9,9,5,5,20,13,2
2019-09-28 04:24:09+00:00,52.13,6,4,2,0,3,6,2,0
2019-09-28 04:24:39+00:00,51.52,4,6,3,2,3,6,0,0
2019-09-28 04:25:09+00:00,52.55,2,5,2,1,5,12,4,3
2019-09-28 04:25:39+00:00,52.03,1,1,7,5,3,11,1,10
2019-09-28 04:26:09+00:00,53.82,0,1,8,17,2,11,4,16
2019-09-28 04:26:39+00:00,53.12,6,6,6,15,6,16,0,6
2019-09-28 04:27:09+00:00,53.7,0,0,6,5,4,8,3,7
2019-09-28 04:27:39+00:00,54.48,5,4,8,44,8,19,3,17
2019-09-28 04:28:09+00:00,53.84,6,13,4,26,6,3,11,3
2019-09-28 04:28:39+00:00,52.35,12,6,2,31,8,12,20,0
2019-09-28 04:29:09+00:00,53.02,17,17,7,12,13,25,10,0
2019-09-28 04:29:39+00:00,52.91,6,5,1,7,6,7,6,3
2019-09-28 04:30:09+00:00,52.21,11,4,3,13,1,10,3,11
2019-09-28 04:30:39+00:00,52.2,9,8,4,5,2,13,5,15
2019-09-28 04:31:09+00:00,52.42,11,9,2,9,3,23,9,8
2019-09-28 04:31:39+00:00,53.97,3,14,5,6,0,12,3,11
2019-09-28 04:32:09+00:00,54.44,11,6,6,17,1,32,11,18
2019-09-28 04:32:39+00:00,64.42,16,9,7,17,2,31,8,20
2019-09-28 04:33:09+00:00,82.47,33,24,19,35,6,77,16,56
2019-09-28 04:33:39+00:00,63.51,66,59,26,99,25,96,24,68
2019-09-28 04:34:09+00:00,53.05,6,5,2,16,2,18,5,5
2019-09-28 04:34:39+00:00,52.65,9,15,2,8,4,6,7,3
2019-09-28 04:35:09+00:00,51.97,7,3,7,15,4,8,10,5
2019-09-28 04:35:39+00:00,52.57,6,6,5,19,7,8,5,2
2019-09-28 04:36:09+00:00,53.41,13,4,13,31,6,22,24,5
2019-09-28 04:36:39+00:00,52.85,15,4,9,40,1,16,26,12
2019-09-28 04:37:09+00:00,53.35,9,6,8,21,1,14,16,5
2019-09-28 04:37:39+00:00,53.96,9,3,3,14,1,15,12,1
2019-09-28 04:38:09+00:00,53.31,8,1,5,8,1,9,3,0
2019-09-28 04:38:39+00:00,52.83,8,1,5,19,1,9,15,1
2019-09-28 04:39:09+00:00,54.75,5,2,5,7,1,15,5,8
2019-09-28 04:39:39+00:00,81.98,31,12,27,27,11,53,5,14
2019-09-28 04:40:09+00:00,60.94,30,20,9,24,8,37,12,29
2019-09-28 04:40:39+00:00,54.84,11,7,2,4,2,7,10,0
2019-09-28 04:41:09+00:00,53.69,8,8,7,1,3,1,5,0
2019-09-28 04:41:39+00:00,53.48,13,15,5,5,9,1,12,3
2019-09-28 04:42:09+00:00,52.2,10,2,6,8,4,8,12,10
2019-09-28 04:42:39+00:00,52.85,6,9,2,5,2,12,1,1
2019-09-28 04:43:09+00:00,52.91,9,10,8,10,5,16,2,2
2019-09-28 04:43:39+00:00,52.22,15,4,7,6,5,11,6,7
2019-09-28 04:44:09+00:00,52.09,8,3,3,5,1,9,10,6
2019-09-28 04:44:39+00:00,52.93,14,4,5,10,4,13,21,4
2019-09-28 04:45:09+00:00,53.81,18,7,9,14,4,19,19,13
2019-09-28 04:45:39+00:00,65.67,31,15,21,79,11,44,46,21
2019-09-28 04:46:09+00:00,69.08,14,16,11,55,5,37,10,9
2019-09-28 04:46:39+00:00,55.65,1,1,7,5,3,7,3,4
2019-09-28 04:47:09+00:00,69.69,2,4,29,23,1,34,6,27
2019-09-28 04:47:39+00:00,71.3,30,32,31,35,21,47,24,8
